CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Cluster,Cluster_Label
13492,97,3,1269.84,2,3,4,234,9,At Risk,0,At Risk / Dormant
13493,99,2,618.63,2,2,3,223,7,Needs Attention,0,At Risk / Dormant
13494,343,1,316.26000000000005,1,1,2,112,4,Lost,1,Lost / Inactive
13495,234,5,2044.8700000000001,1,4,4,144,9,At Risk,1,Lost / Inactive
13496,12,2,653.33,5,2,3,523,10,Potential Loyalist,0,At Risk / Dormant
13497,311,2,348.05,1,2,2,122,5,Lost,1,Lost / Inactive
13499,19,5,1159.11,5,4,4,544,13,Champion,0,At Risk / Dormant
13500,25,3,1166.77,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
13501,289,1,1340.32,1,1,4,114,6,Lost,1,Lost / Inactive
13502,18,3,292.0,5,3,2,532,10,Loyal Customer,0,At Risk / Dormant
13503,73,1,216.85,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13504,184,1,295.93,2,1,2,212,5,Needs Attention,1,Lost / Inactive
13505,74,4,4393.63,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
13506,318,2,458.52,1,2,2,122,5,Lost,1,Lost / Inactive
13507,109,4,2479.16,2,4,5,245,11,At Risk,0,At Risk / Dormant
13508,68,1,110.97,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13509,38,7,979.72,4,5,4,454,13,Champion,0,At Risk / Dormant
13510,47,4,1791.56,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
13512,262,1,251.21,1,1,2,112,4,Lost,1,Lost / Inactive
13513,217,1,205.1,1,1,1,111,3,Lost,1,Lost / Inactive
13514,75,1,152.20000000000002,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13515,74,4,891.12,3,4,3,343,10,Loyal Customer,0,At Risk / Dormant
13516,23,3,1389.41,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
13517,31,3,2128.42,4,3,5,435,12,Loyal Customer,0,At Risk / Dormant
13518,87,1,659.4399999999999,3,1,3,313,7,Needs Attention,0,At Risk / Dormant
13519,79,1,122.75,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13520,1,6,3624.35,5,5,5,555,15,Champion,0,At Risk / Dormant
13521,12,3,1093.65,5,3,4,534,12,Loyal Customer,0,At Risk / Dormant
13522,91,1,125.80000000000001,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
13523,48,5,3964.88,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
13524,42,5,680.1800000000001,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
13525,16,2,628.78,5,2,3,523,10,Potential Loyalist,0,At Risk / Dormant
13527,32,7,2287.51,4,5,5,455,14,Champion,0,At Risk / Dormant
13529,80,2,307.76,3,2,2,322,7,Needs Attention,0,At Risk / Dormant
13531,207,2,483.8,1,2,2,122,5,Lost,1,Lost / Inactive
13532,183,1,210.31,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13533,66,3,270.79,3,3,2,332,8,Loyal Customer,0,At Risk / Dormant
13534,55,25,5870.08,3,5,5,355,13,Loyal Customer,2,Loyal / Regular
13536,11,7,3448.29,5,5,5,555,15,Champion,0,At Risk / Dormant
13538,33,7,1280.85,4,5,4,454,13,Champion,0,At Risk / Dormant
13539,87,3,631.34,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
13544,41,2,291.41,4,2,2,422,8,Potential Loyalist,0,At Risk / Dormant
13546,14,3,626.99,5,3,3,533,11,Loyal Customer,0,At Risk / Dormant
13548,68,2,682.41,3,2,3,323,8,Needs Attention,0,At Risk / Dormant
13549,4,7,918.2,5,5,3,553,13,Loyal Customer,0,At Risk / Dormant
13551,321,1,91.80000000000001,1,1,1,111,3,Lost,1,Lost / Inactive
13552,88,12,3740.07,3,5,5,355,13,Loyal Customer,0,At Risk / Dormant
13555,75,4,4149.28,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
13557,30,2,584.06,4,2,3,423,9,Potential Loyalist,0,At Risk / Dormant
13558,25,4,605.06,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
13560,302,1,174.37,1,1,1,111,3,Lost,1,Lost / Inactive
13561,128,1,141.85999999999999,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
13562,83,3,1799.33,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
13563,86,2,777.53,3,2,3,323,8,Needs Attention,0,At Risk / Dormant
13564,146,3,1749.02,2,3,4,234,9,At Risk,0,At Risk / Dormant
13565,21,2,240.22,4,2,1,421,7,Potential Loyalist,0,At Risk / Dormant
13566,42,2,874.71,4,2,3,423,9,Potential Loyalist,0,At Risk / Dormant
13568,175,1,192.85,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13569,19,2,373.75,5,2,2,522,9,Potential Loyalist,0,At Risk / Dormant
13570,68,1,239.49,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13571,14,12,2092.32,5,5,5,555,15,Champion,0,At Risk / Dormant
13572,207,1,1384.25,1,1,4,114,6,Lost,1,Lost / Inactive
13573,52,2,294.4,3,2,2,322,7,Needs Attention,0,At Risk / Dormant
13575,1,5,732.0699999999999,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
13576,12,18,6717.34,5,5,5,555,15,Champion,2,Loyal / Regular
13577,7,4,1687.6000000000001,5,4,4,544,13,Champion,0,At Risk / Dormant
13579,16,2,467.04,5,2,2,522,9,Potential Loyalist,0,At Risk / Dormant
13581,284,1,118.0,1,1,1,111,3,Lost,1,Lost / Inactive
13583,157,1,781.03,2,1,3,213,6,Needs Attention,0,At Risk / Dormant
13584,192,1,142.4,1,1,1,111,3,Lost,1,Lost / Inactive
13587,154,1,712.4,2,1,3,213,6,Needs Attention,0,At Risk / Dormant
13588,17,9,2478.95,5,5,5,555,15,Champion,0,At Risk / Dormant
13589,16,2,379.65,5,2,2,522,9,Potential Loyalist,0,At Risk / Dormant
13590,4,6,1981.92,5,5,4,554,14,Champion,0,At Risk / Dormant
13591,184,3,1117.13,2,3,4,234,9,At Risk,1,Lost / Inactive
13592,67,4,247.95999999999998,3,4,1,341,8,Loyal Customer,0,At Risk / Dormant
13593,110,5,2037.0800000000002,2,4,4,244,10,At Risk,0,At Risk / Dormant
13594,54,1,396.97,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
13596,14,2,697.04,5,2,3,523,10,Potential Loyalist,0,At Risk / Dormant
13598,49,1,180.17000000000002,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13599,7,21,5153.67,5,5,5,555,15,Champion,2,Loyal / Regular
13600,314,1,219.52,1,1,1,111,3,Lost,1,Lost / Inactive
13601,6,2,693.32,5,2,3,523,10,Potential Loyalist,0,At Risk / Dormant
13602,184,1,428.89,2,1,2,212,5,Needs Attention,1,Lost / Inactive
13603,28,1,164.34,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
13606,60,3,280.53999999999996,3,3,2,332,8,Loyal Customer,0,At Risk / Dormant
13607,42,1,678.01,4,1,3,413,8,Potential Loyalist,0,At Risk / Dormant
13610,14,7,1131.88,5,5,4,554,14,Champion,0,At Risk / Dormant
13611,32,3,1171.8,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
13614,26,4,1610.46,4,4,4,444,12,Champion,0,At Risk / Dormant
13615,320,1,417.69,1,1,2,112,4,Lost,1,Lost / Inactive
13617,5,3,544.18,5,3,3,533,11,Loyal Customer,0,At Risk / Dormant
13618,175,1,177.34,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13621,118,1,213.85,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
13623,91,5,747.78,2,4,3,243,9,At Risk,0,At Risk / Dormant
13626,341,1,257.23,1,1,2,112,4,Lost,1,Lost / Inactive
13627,31,5,1638.47,4,4,4,444,12,Champion,0,At Risk / Dormant
13629,25,11,7792.36,4,5,5,455,14,Champion,0,At Risk / Dormant
13630,77,7,2031.78,3,5,4,354,12,Loyal Customer,0,At Risk / Dormant
13631,145,11,3070.42,2,5,5,255,12,At Risk,0,At Risk / Dormant
13632,26,5,2121.27,4,4,5,445,13,Champion,0,At Risk / Dormant
13634,37,5,1575.16,4,4,4,444,12,Champion,0,At Risk / Dormant
13635,276,1,1071.03,1,1,4,114,6,Lost,1,Lost / Inactive
13636,94,5,949.12,2,4,4,244,10,At Risk,0,At Risk / Dormant
13637,54,3,810.5,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
13638,17,1,122.64,5,1,1,511,7,Potential Loyalist,0,At Risk / Dormant
13639,76,1,1033.34,3,1,4,314,8,Needs Attention,0,At Risk / Dormant
13642,128,1,354.8,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
13643,122,3,519.44,2,3,3,233,8,At Risk,0,At Risk / Dormant
13644,18,4,2624.26,5,4,5,545,14,Champion,0,At Risk / Dormant
13645,33,1,252.1,4,1,2,412,7,Potential Loyalist,0,At Risk / Dormant
13647,11,4,1678.1200000000001,5,4,4,544,13,Champion,0,At Risk / Dormant
13649,258,2,346.6,1,2,2,122,5,Lost,1,Lost / Inactive
13650,2,6,1836.34,5,5,4,554,14,Champion,0,At Risk / Dormant
13651,41,2,94.2,4,2,1,421,7,Potential Loyalist,0,At Risk / Dormant
13652,47,3,1095.08,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
13654,37,6,2707.33,4,5,5,455,14,Champion,0,At Risk / Dormant
13655,7,2,932.97,5,2,3,523,10,Potential Loyalist,0,At Risk / Dormant
13656,166,2,379.65,2,2,2,222,6,Needs Attention,1,Lost / Inactive
13657,12,2,382.14,5,2,2,522,9,Potential Loyalist,0,At Risk / Dormant
13658,11,5,2639.17,5,4,5,545,14,Champion,0,At Risk / Dormant
13659,207,2,1573.2,1,2,4,124,7,Lost,1,Lost / Inactive
13662,36,3,897.76,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
13663,181,1,189.47,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13666,62,3,84.65,3,3,1,331,7,Loyal Customer,0,At Risk / Dormant
13667,151,1,305.02,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
13668,12,21,6363.59,5,5,5,555,15,Champion,2,Loyal / Regular
13669,52,2,218.55,3,2,1,321,6,Needs Attention,0,At Risk / Dormant
13670,77,1,349.7,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
13672,39,2,186.39000000000001,4,2,1,421,7,Potential Loyalist,0,At Risk / Dormant
13673,20,2,396.92,4,2,2,422,8,Potential Loyalist,0,At Risk / Dormant
13675,34,2,486.82000000000005,4,2,2,422,8,Potential Loyalist,0,At Risk / Dormant
13678,34,1,232.6,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
13680,41,4,3722.42,4,4,5,445,13,Champion,0,At Risk / Dormant
13681,19,4,827.83,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
13682,219,1,59.5,1,1,1,111,3,Lost,1,Lost / Inactive
13684,287,1,67.23,1,1,1,111,3,Lost,1,Lost / Inactive
13685,47,7,3119.44,3,5,5,355,13,Loyal Customer,0,At Risk / Dormant
13686,66,1,72.0,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13689,154,1,910.0,2,1,3,213,6,Needs Attention,0,At Risk / Dormant
13690,31,1,172.25,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
13692,26,3,1488.32,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
13694,27,50,65039.62,4,5,5,455,14,Champion,2,Loyal / Regular
13695,3,15,2504.13,5,5,5,555,15,Champion,2,Loyal / Regular
13697,334,1,151.29999999999998,1,1,1,111,3,Lost,1,Lost / Inactive
13699,157,1,308.58000000000004,2,1,2,212,5,Needs Attention,1,Lost / Inactive
13700,7,10,2265.12,5,5,5,555,15,Champion,0,At Risk / Dormant
13703,320,1,99.5,1,1,1,111,3,Lost,1,Lost / Inactive
13704,1,9,2308.06,5,5,5,555,15,Champion,0,At Risk / Dormant
13705,146,3,711.86,2,3,3,233,8,At Risk,0,At Risk / Dormant
13706,70,1,330.79,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
13707,268,2,806.41,1,2,3,123,6,Lost,1,Lost / Inactive
13708,273,1,296.88,1,1,2,112,4,Lost,1,Lost / Inactive
13709,51,13,6328.05,3,5,5,355,13,Loyal Customer,0,At Risk / Dormant
13710,122,1,180.48,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
13711,220,2,252.06,1,2,2,122,5,Lost,1,Lost / Inactive
13712,160,1,228.84,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13715,224,5,1079.34,1,4,4,144,9,At Risk,1,Lost / Inactive
13716,271,1,138.28,1,1,1,111,3,Lost,1,Lost / Inactive
13717,58,6,1445.01,3,5,4,354,12,Loyal Customer,0,At Risk / Dormant
13718,160,2,306.55,2,2,2,222,6,Needs Attention,1,Lost / Inactive
13719,17,5,1041.68,5,4,4,544,13,Champion,0,At Risk / Dormant
13720,118,4,799.9,2,4,3,243,9,At Risk,0,At Risk / Dormant
13721,275,1,524.14,1,1,3,113,5,Lost,1,Lost / Inactive
13722,133,3,2375.41,2,3,5,235,10,At Risk,0,At Risk / Dormant
13723,189,1,199.85000000000002,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13725,51,8,1980.56,3,5,4,354,12,Loyal Customer,0,At Risk / Dormant
13726,102,2,1079.6599999999999,2,2,4,224,8,Needs Attention,0,At Risk / Dormant
13727,30,2,333.48,4,2,2,422,8,Potential Loyalist,0,At Risk / Dormant
13728,109,6,1016.14,2,5,4,254,11,At Risk,0,At Risk / Dormant
13730,137,2,752.6,2,2,3,223,7,Needs Attention,0,At Risk / Dormant
13731,160,2,610.59,2,2,3,223,7,Needs Attention,1,Lost / Inactive
13732,30,1,491.86,4,1,3,413,8,Potential Loyalist,0,At Risk / Dormant
13735,26,4,2885.2400000000002,4,4,5,445,13,Champion,0,At Risk / Dormant
13736,243,2,731.9,1,2,3,123,6,Lost,1,Lost / Inactive
13737,202,1,339.59999999999997,1,1,2,112,4,Lost,1,Lost / Inactive
13739,20,1,216.9,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
13740,242,1,350.75,1,1,2,112,4,Lost,1,Lost / Inactive
13741,73,3,668.4300000000001,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
13742,18,12,3131.02,5,5,5,555,15,Champion,0,At Risk / Dormant
13743,2,7,1341.6,5,5,4,554,14,Champion,0,At Risk / Dormant
13744,216,2,1156.36,1,2,4,124,7,Lost,1,Lost / Inactive
13745,164,1,300.04,2,1,2,212,5,Needs Attention,1,Lost / Inactive
13747,698,1,79.6,1,1,1,111,3,Lost,1,Lost / Inactive
13748,160,5,948.25,2,4,4,244,10,At Risk,0,At Risk / Dormant
13750,55,5,1647.26,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
13751,290,1,296.25,1,1,2,112,4,Lost,1,Lost / Inactive
13752,97,6,1186.28,2,5,4,254,11,At Risk,0,At Risk / Dormant
13753,289,1,741.26,1,1,3,113,5,Lost,1,Lost / Inactive
13754,34,2,282.59999999999997,4,2,2,422,8,Potential Loyalist,0,At Risk / Dormant
13755,11,9,2161.35,5,5,5,555,15,Champion,0,At Risk / Dormant
13756,24,14,5189.52,4,5,5,455,14,Champion,2,Loyal / Regular
13758,13,7,3190.55,5,5,5,555,15,Champion,0,At Risk / Dormant
13759,73,2,659.4100000000001,3,2,3,323,8,Needs Attention,0,At Risk / Dormant
13760,56,2,286.79,3,2,2,322,7,Needs Attention,0,At Risk / Dormant
13761,52,2,1070.65,3,2,4,324,9,Needs Attention,0,At Risk / Dormant
13762,220,1,306.72,1,1,2,112,4,Lost,1,Lost / Inactive
13763,154,1,1714.96,2,1,4,214,7,Needs Attention,0,At Risk / Dormant
13764,72,3,1521.76,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
13767,27,37,17220.36,4,5,5,455,14,Champion,2,Loyal / Regular
13769,94,10,2796.51,2,5,5,255,12,At Risk,0,At Risk / Dormant
13771,184,4,2634.45,2,4,5,245,11,At Risk,1,Lost / Inactive
13772,183,3,1132.13,2,3,4,234,9,At Risk,1,Lost / Inactive
13774,83,1,345.0,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
13777,26,33,25977.16,4,5,5,455,14,Champion,2,Loyal / Regular
13778,105,1,178.7,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
13780,172,2,360.01,2,2,2,222,6,Needs Attention,1,Lost / Inactive
13781,282,1,127.84,1,1,1,111,3,Lost,1,Lost / Inactive
13782,14,6,912.0,5,5,3,553,13,Loyal Customer,0,At Risk / Dormant
13784,11,11,2462.79,5,5,5,555,15,Champion,0,At Risk / Dormant
13786,517,1,230.39999999999998,1,1,1,111,3,Lost,1,Lost / Inactive
13787,77,2,309.04,3,2,2,322,7,Needs Attention,0,At Risk / Dormant
13790,213,1,348.8,1,1,2,112,4,Lost,1,Lost / Inactive
13791,170,2,1516.0,2,2,4,224,8,Needs Attention,1,Lost / Inactive
13792,245,2,195.55,1,2,1,121,4,Lost,1,Lost / Inactive
13798,2,57,37153.85,5,5,5,555,15,Champion,2,Loyal / Regular
13799,118,2,688.86,2,2,3,223,7,Needs Attention,0,At Risk / Dormant
13800,284,1,558.32,1,1,3,113,5,Lost,1,Lost / Inactive
13801,245,1,324.8,1,1,2,112,4,Lost,1,Lost / Inactive
13802,140,3,4599.42,2,3,5,235,10,At Risk,0,At Risk / Dormant
13803,257,1,277.07,1,1,2,112,4,Lost,1,Lost / Inactive
13804,80,7,2635.79,3,5,5,355,13,Loyal Customer,0,At Risk / Dormant
13805,54,2,924.6,3,2,3,323,8,Needs Attention,0,At Risk / Dormant
13806,154,1,256.38,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
13807,517,1,112.6,1,1,1,111,3,Lost,1,Lost / Inactive
13808,48,5,1747.66,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
13809,162,1,155.05,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13810,30,3,1499.01,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
13811,96,3,814.5,2,3,3,233,8,At Risk,0,At Risk / Dormant
13812,44,3,539.0,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
13813,32,4,1366.8600000000001,4,4,4,444,12,Champion,0,At Risk / Dormant
13814,124,2,1579.12,2,2,4,224,8,Needs Attention,0,At Risk / Dormant
13815,24,4,4027.36,4,4,5,445,13,Champion,0,At Risk / Dormant
13816,25,2,571.6700000000001,4,2,3,423,9,Potential Loyalist,0,At Risk / Dormant
13817,60,2,382.98,3,2,2,322,7,Needs Attention,0,At Risk / Dormant
13819,39,3,1140.35,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
13821,146,2,385.64,2,2,2,222,6,Needs Attention,0,At Risk / Dormant
13822,42,2,632.0,4,2,3,423,9,Potential Loyalist,0,At Risk / Dormant
13823,20,2,957.66,4,2,4,424,10,Potential Loyalist,0,At Risk / Dormant
13824,7,5,1698.94,5,4,4,544,13,Champion,0,At Risk / Dormant
13826,178,1,189.5,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13827,59,3,412.05,3,3,2,332,8,Loyal Customer,0,At Risk / Dormant
13828,24,1,209.49,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
13831,18,6,2202.99,5,5,5,555,15,Champion,0,At Risk / Dormant
13832,21,1,52.199999999999996,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
13833,279,1,384.8,1,1,2,112,4,Lost,1,Lost / Inactive
13835,27,4,834.57,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
13837,6,2,271.24,5,2,2,522,9,Potential Loyalist,0,At Risk / Dormant
13838,119,4,691.73,2,4,3,243,9,At Risk,0,At Risk / Dormant
13841,341,1,85.0,1,1,1,111,3,Lost,1,Lost / Inactive
13842,1,9,3385.62,5,5,5,555,15,Champion,0,At Risk / Dormant
13844,13,1,361.62,5,1,2,512,8,Potential Loyalist,0,At Risk / Dormant
13845,184,1,312.98,2,1,2,212,5,Needs Attention,1,Lost / Inactive
13846,26,3,865.0600000000001,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
13848,124,3,1255.0,2,3,4,234,9,At Risk,0,At Risk / Dormant
13849,53,2,1537.95,3,2,4,324,9,Needs Attention,0,At Risk / Dormant
13850,306,1,1595.48,1,1,4,114,6,Lost,1,Lost / Inactive
13851,216,3,2651.46,1,3,5,135,9,At Risk,1,Lost / Inactive
13853,59,1,1090.14,3,1,4,314,8,Needs Attention,0,At Risk / Dormant
13854,2,25,8109.5199999999995,5,5,5,555,15,Champion,2,Loyal / Regular
13856,96,3,388.5,2,3,2,232,7,At Risk,0,At Risk / Dormant
13858,59,1,216.17,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13859,328,1,201.16,1,1,1,111,3,Lost,1,Lost / Inactive
13860,16,5,1245.9,5,4,4,544,13,Champion,0,At Risk / Dormant
13862,20,8,2209.36,4,5,5,455,14,Champion,0,At Risk / Dormant
13863,190,1,305.78,1,1,2,112,4,Lost,1,Lost / Inactive
13865,1,4,501.56,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
13866,76,1,145.67000000000002,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13867,76,3,1015.29,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
13868,302,2,3192.54,1,2,5,125,8,Lost,1,Lost / Inactive
13869,125,4,3104.95,2,4,5,245,11,At Risk,0,At Risk / Dormant
13870,42,8,2770.94,4,5,5,455,14,Champion,0,At Risk / Dormant
13871,24,13,6403.25,4,5,5,455,14,Champion,0,At Risk / Dormant
13873,3,3,389.6,5,3,2,532,10,Loyal Customer,0,At Risk / Dormant
13874,359,1,540.45,1,1,3,113,5,Lost,1,Lost / Inactive
13875,39,5,1786.79,4,4,4,444,12,Champion,0,At Risk / Dormant
13876,154,1,122.7,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
13877,88,1,117.24,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
13878,56,1,1281.53,3,1,4,314,8,Needs Attention,0,At Risk / Dormant
13880,23,13,3219.77,4,5,5,455,14,Champion,0,At Risk / Dormant
13881,13,20,17159.52,5,5,5,555,15,Champion,2,Loyal / Regular
13882,13,5,1191.13,5,4,4,544,13,Champion,0,At Risk / Dormant
13883,12,5,2674.48,5,4,5,545,14,Champion,0,At Risk / Dormant
13884,32,5,787.6,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
13885,202,2,506.8,1,2,3,123,6,Lost,1,Lost / Inactive
13886,73,1,243.56,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
13887,205,1,349.55,1,1,2,112,4,Lost,1,Lost / Inactive
13888,3,2,605.63,5,2,3,523,10,Potential Loyalist,0,At Risk / Dormant
13889,124,1,416.90000000000003,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
13890,24,10,1883.8100000000002,4,5,4,454,13,Champion,0,At Risk / Dormant
13892,28,4,632.97,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
13893,299,1,821.1,1,1,3,113,5,Lost,1,Lost / Inactive
13894,25,3,564.62,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
13895,30,4,2593.07,4,4,5,445,13,Champion,0,At Risk / Dormant
13897,52,1,311.16,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
13898,327,1,155.93,1,1,1,111,3,Lost,1,Lost / Inactive
13899,18,2,388.52,5,2,2,522,9,Potential Loyalist,0,At Risk / Dormant
13900,95,3,740.95,2,3,3,233,8,At Risk,0,At Risk / Dormant
13901,74,5,2867.2,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
13904,296,2,332.64,1,2,2,122,5,Lost,1,Lost / Inactive
13908,81,4,2369.55,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
13911,59,9,2580.91,3,5,5,355,13,Loyal Customer,0,At Risk / Dormant
13914,13,2,626.45,5,2,3,523,10,Potential Loyalist,0,At Risk / Dormant
13917,51,2,272.04,3,2,2,322,7,Needs Attention,0,At Risk / Dormant
13918,51,2,1212.8400000000001,3,2,4,324,9,Needs Attention,0,At Risk / Dormant
13919,31,2,384.81,4,2,2,422,8,Potential Loyalist,0,At Risk / Dormant
13922,353,1,172.25,1,1,1,111,3,Lost,1,Lost / Inactive
13923,55,1,351.13,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
13924,19,6,1838.8500000000001,5,5,4,554,14,Champion,0,At Risk / Dormant
13925,64,4,678.25,3,4,3,343,10,Loyal Customer,0,At Risk / Dormant
13926,25,1,223.85000000000002,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
13927,76,1,348.99,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
13928,12,4,464.57,5,4,2,542,11,Loyal Customer,0,At Risk / Dormant
13929,171,2,842.65,2,2,3,223,7,Needs Attention,1,Lost / Inactive
13930,59,2,337.34,3,2,2,322,7,Needs Attention,0,At Risk / Dormant
13931,216,2,1237.53,1,2,4,124,7,Lost,1,Lost / Inactive
13932,296,1,307.4,1,1,2,112,4,Lost,1,Lost / Inactive
13933,111,2,608.7900000000001,2,2,3,223,7,Needs Attention,0,At Risk / Dormant
13934,265,1,922.1,1,1,3,113,5,Lost,1,Lost / Inactive
13936,181,1,376.58,2,1,2,212,5,Needs Attention,1,Lost / Inactive
13937,171,1,158.85,2,1,1,211,4,Needs Attention,1,Lost / Inactive
13938,244,1,71.66,1,1,1,111,3,Lost,1,Lost / Inactive
13939,25,3,568.55,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
13940,19,4,839.14,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
13941,23,5,5112.96,4,4,5,445,13,Champion,0,At Risk / Dormant
13946,81,3,561.5699999999999,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
13947,215,1,90.6,1,1,1,111,3,Lost,1,Lost / Inactive
13948,362,1,102.0,1,1,1,111,3,Lost,1,Lost / Inactive
13949,26,6,2427.32,4,5,5,455,14,Champion,0,At Risk / Dormant
13950,13,4,745.06,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
13951,178,3,674.45,2,3,3,233,8,At Risk,1,Lost / Inactive
13952,189,2,3251.071,2,2,5,225,9,Needs Attention,1,Lost / Inactive
13953,54,7,3515.68,3,5,5,355,13,Loyal Customer,0,At Risk / Dormant
13954,72,2,439.92,3,3,2,332,8,Loyal Customer,0,At Risk / Dormant
13955,126,2,322.96,2,3,2,232,7,At Risk,0,At Risk / Dormant
13956,56,5,1026.42,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
13959,81,3,598.2,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
13960,23,2,230.22,4,3,1,431,8,Loyal Customer,0,At Risk / Dormant
13962,23,2,169.55,4,3,1,431,8,Loyal Customer,0,At Risk / Dormant
13963,253,4,664.54,1,4,3,143,8,At Risk,1,Lost / Inactive
13967,147,1,80.7,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
13969,18,18,9053.94,5,5,5,555,15,Champion,2,Loyal / Regular
13971,20,8,2758.26,4,5,5,455,14,Champion,0,At Risk / Dormant
13972,72,2,190.25,3,3,1,331,7,Loyal Customer,0,At Risk / Dormant
13973,289,1,264.7,1,1,2,112,4,Lost,1,Lost / Inactive
13974,51,1,413.59000000000003,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
13975,122,6,2526.28,2,5,5,255,12,At Risk,0,At Risk / Dormant
13976,208,1,357.98,1,1,2,112,4,Lost,1,Lost / Inactive
13978,16,2,196.79000000000002,5,3,1,531,9,Loyal Customer,0,At Risk / Dormant
13979,75,1,869.87,3,1,3,313,7,Needs Attention,0,At Risk / Dormant
